ProductName,Sales,Inventory,Price,December_2018,January,February,March,April,May,June,July,August,September,October,November,December_2019,MeanValue,TransactionNo,RestockPoint,Rating,Bio
Home Sweet Home Mug,5418,955,6.19,6.027,8.556,19.4,12.656,5.862,14.261,48.2,6.962,40.769,46.0,6.765,8.822,6.417,17.745923076923077,28.462,18.0,4.031327442281295,1
Regency Cakestand 3 Tier,13890,243,6.19,11.471,7.25,6.278,6.969,6.415,5.419,5.497,7.735,6.953,4.878,6.293,5.182,6.955,6.715000000000002,169.231,7.0,2.2645814848833155,1
Paper Bunting Vintage Party,428,622,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,16.231,1.7254615384615386,24.0,2.0,3.528709007167236,0
Wrap 50'S Christmas,4563,468,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,26.471,33.211,33.163,34.0,13.603461538461538,25.333,14.0,2.62436511200557,0
Roll Wrap Vintage Spot,2733,226,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.409,9.984,9.482,7.422,6.879,3.4750769230769225,63.2,4.0,4.066552543499985,0
Office Mug Warmer Choc+Blue,571,51,6.19,4.436,4.5,1.0,3.143,5.0,2.0,8.667,4.5,4.0,2.833,4.5,2.15,6.562,4.099307692307692,10.538,5.0,3.664938895729466,0
Office Mug Warmer Pink,565,1429,6.19,5.583,9.125,1.333,4.333,3.5,1.333,8.0,3.0,2.75,6.0,47.167,3.0,40.0,10.394153846153843,5.231,11.0,4.114748967300997,0
Gold Photo Frame,216,1567,6.19,6.0,3.5,2.0,4.167,3.0,2.667,6.0,1.333,15.25,3.4,0.0,6.0,12.0,5.024384615384616,3.25,6.0,2.9292263017798232,0
Nursery A B C Painted Letters,198,1454,7.24,1.6,1.667,2.0,1.625,0.0,2.111,1.333,2.0,1.5,2.375,1.0,1.0,7.583,1.984153846153846,6.083,2.0,5.0,0
Cake Stand White Two Tier Lace,343,1623,7.24,1.714,3.308,2.8,3.667,1.667,4.6,2.714,2.2,2.667,5.111,2.143,1.571,5.056,3.01676923076923,7.923,4.0,4.096762619115958,0
Cake Stand Lovebird 2 Tier White,232,462,7.24,1.0,2.875,2.0,2.071,0.0,1.667,2.333,1.75,1.75,1.5,1.429,3.333,5.312,2.0784615384615384,8.0,3.0,2.0191164459789332,0
Hanging Metal Star Lantern,2060,914,7.24,8.0,4.5,5.167,10.333,11.636,7.5,9.333,10.667,7.714,13.579,8.929,9.688,13.147,9.245615384615386,16.077,10.0,4.177359017524828,0
Mini Jigsaw Dolly Girl,2921,1614,7.24,9.6,53.6,12.583,44.625,14.8,22.4,14.857,3.4,8.286,30.091,26.312,18.895,31.636,22.39115384615385,10.846,23.0,5.0,0
Red Spot Gift Bag Large,1823,897,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.083,14.3,25.781,15.423,7.545,5.394769230769231,22.2,6.0,3.1261425333603268,1
Red Retrospot Cup,3969,776,7.24,5.667,15.094,9.483,14.27,9.758,10.976,11.167,11.242,12.929,5.407,5.5,8.222,5.571,9.637384615384615,30.769,10.0,4.082630602591401,0
Red Retrospot Plate,3376,870,7.24,4.368,16.037,12.789,14.459,9.92,7.143,8.875,9.857,10.739,8.529,17.421,9.65,14.3,11.083615384615388,23.923,12.0,5.0,0
Red Stripe Ceramic Drawer Knob,5528,1121,7.24,5.81,12.217,15.152,17.306,9.433,11.35,19.436,11.84,10.271,14.289,9.045,11.025,3.545,11.59376923076923,35.231,12.0,4.760490470139817,0
Blue Spot Ceramic Drawer Knob,4372,322,7.24,16.0,8.103,10.97,15.345,9.5,12.783,12.6,8.583,8.579,14.244,8.382,14.944,3.833,11.066615384615384,29.923,12.0,5.0,0
Red Spot Ceramic Drawer Knob,4421,400,7.24,15.409,9.594,15.162,8.759,15.029,9.0,12.0,9.968,11.025,14.594,7.771,11.886,20.5,12.361307692307692,29.846,13.0,4.9450634967709295,0
White Spot Red Ceramic Drawer Knob,5022,694,7.24,16.043,9.5,16.106,11.839,12.5,15.645,13.405,7.12,12.182,13.512,7.109,8.154,8.25,11.64346153846154,32.769,12.0,3.4947316999109055,0
White Spot Blue Ceramic Drawer Knob,4396,1081,7.24,15.067,7.778,15.344,14.652,8.308,12.914,14.8,15.857,8.0,12.194,10.0,9.032,4.0,11.38046153846154,29.538,12.0,5.0,0
Citronella Candle Garden Pot,1657,437,7.24,2.667,6.0,4.7,6.042,6.256,7.591,8.379,8.75,13.0,12.5,6.5,3.688,6.833,7.146615384615384,17.923,8.0,4.061363410964976,0
Ribbon Reel Socks And Mittens,746,342,7.24,2.538,1.333,0.0,0.0,0.0,0.0,0.0,5.5,28.6,4.765,6.371,4.545,2.0,4.280923076923077,17.625,5.0,5.0,0
Ribbon Reel Making Snowmen,1233,87,7.24,3.553,1.2,4.0,1.0,0.0,1.0,10.0,3.4,20.5,7.5,5.78,4.75,3.2,5.067923076923076,19.333,6.0,5.0,1
Ribbon Reel Snowy Village,2189,1409,7.24,4.351,1.444,0.0,5.5,1.0,1.0,0.0,10.5,16.0,21.452,7.361,7.171,5.15,6.225307692307694,25.727,7.0,4.886305599971595,0
Blue Drawer Knob Acrylic Edwardian,1904,748,7.24,9.875,7.143,9.688,10.765,21.4,7.833,9.812,6.647,6.263,9.769,8.346,10.5,5.2,9.480076923076926,15.385,10.0,4.222036775101265,0
Set Of 2 Tea Towels Apple And Pears,2063,1780,7.24,4.818,12.167,9.174,11.233,3.8,12.636,4.5,6.0,8.833,9.0,4.074,3.565,2.364,7.089538461538461,22.462,8.0,2.954815445841793,0
Peg Bag Apples Design,1592,475,7.24,5.778,10.19,7.107,3.833,6.441,6.886,6.0,3.048,4.824,3.917,3.19,4.417,2.0,5.202384615384616,22.692,6.0,3.7376246498451104,1
Love Hot Water Bottle,2386,18,6.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.625,4.871,3.842,5.663,3.409,1.7238461538461538,100.4,2.0,4.532930967270556,0
Hot Baths Metal Sign,7306,1307,6.19,8.824,4.426,8.65,10.014,11.269,8.415,10.69,22.857,14.75,20.875,14.476,11.047,14.091,12.33723076923077,49.462,13.0,4.56638541949573,0
Lunch Bag Suki Design,12563,275,7.24,9.269,11.38,10.37,9.37,7.804,10.41,10.312,11.867,11.81,7.609,6.725,7.612,4.879,9.185923076923077,103.692,10.0,3.6412928140600584,0
Red Heart Luggage Tag,304,853,6.19,2.733,5.0,3.667,0.0,0.0,2.333,5.667,2.556,3.091,4.857,1.8,2.0,1.75,2.7272307692307693,9.182,3.0,4.016271801882559,0
Edwardian Parasol Red,1710,278,6.19,4.667,6.304,3.304,3.792,2.923,9.105,2.238,5.893,8.192,3.737,7.97,4.342,4.273,5.133846153846155,25.385,6.0,3.074834097732442,0
Strawberry Shopper Bag,2869,1854,6.19,5.179,14.898,9.45,7.075,4.692,7.308,6.78,6.265,6.414,2.731,4.032,5.442,1.286,6.273230769230769,32.308,7.0,5.0,0
Red Retrospot Mini Cases,1748,1847,6.19,4.763,5.5,4.704,3.92,5.394,5.241,3.1,3.278,5.433,4.767,3.444,4.417,3.2,4.397,30.077,5.0,3.71065703439102,0
Strawberry Bath Sponge,1235,268,6.19,6.841,7.0,5.182,2.667,6.455,5.857,2.917,1.2,7.2,3.857,4.696,4.941,11.667,5.421538461538462,17.846,6.0,3.995052037111102,0
Apple Bath Sponge,1338,651,6.19,7.522,4.368,1.0,3.0,8.3,7.583,5.133,2.125,8.9,4.632,3.833,6.707,4.846,5.226846153846154,17.923,6.0,4.11047237054475,0
Red Retrospot Peg Bag,3157,825,6.19,6.769,4.029,4.758,9.275,12.476,6.679,8.234,6.125,6.568,5.579,5.214,4.556,3.643,6.45423076923077,38.923,7.0,4.729452936488089,0
Red Retrospot Round Cake Tins,1089,854,6.19,1.711,3.966,3.794,6.132,3.609,1.864,2.294,2.65,3.5,1.933,1.87,2.727,3.5,3.042307692307692,27.077,4.0,3.55795608841876,0
Red Spotty Biscuit Tin,2433,795,6.19,4.075,7.6,10.821,6.514,8.0,5.775,4.423,4.133,8.1,4.692,3.292,5.392,4.4,5.939769230769231,31.462,6.0,4.674201955554286,0
Pink Polkadot Cup,3018,1160,6.19,5.045,16.917,17.077,11.346,10.417,8.171,10.2,8.417,15.227,5.048,8.545,3.935,3.545,9.530000000000005,24.077,10.0,4.7058143165359905,0
Skulls Writing Set,864,1083,6.19,1.889,3.211,4.364,2.533,4.0,3.333,5.857,5.333,3.571,2.316,2.867,3.321,2.417,3.462461538461538,19.692,4.0,5.0,0
Set/3 Red Gingham Rose Storage Box,3040,832,6.19,4.909,7.143,8.862,4.712,4.895,5.735,4.586,4.393,22.714,5.829,5.444,3.558,2.562,6.564769230769231,38.0,7.0,5.0,0
Set Of 6 Funky Beakers,551,21,6.19,2.611,7.355,1.7,1.923,2.067,3.182,1.444,2.643,6.857,1.0,2.857,1.842,2.2,2.898538461538462,12.538,3.0,5.0,0
Home Building Block Word,2789,1752,6.19,3.802,3.6,3.957,3.871,3.278,4.077,3.564,2.776,3.196,3.015,2.804,3.216,3.222,3.413692307692308,62.0,4.0,5.0,0
Red Retrospot Cake Stand,2013,1666,6.19,3.424,2.471,2.659,2.696,2.262,2.291,2.349,9.741,4.312,3.057,3.0,10.85,3.826,4.072153846153847,44.923,5.0,4.454858997977893,0
Union Jack Flag Passport Cover,829,558,6.19,10.667,2.941,6.8,3.667,3.0,3.909,2.636,2.636,3.111,1.857,7.818,1.625,7.5,4.474384615384616,14.462,5.0,4.759151930340726,0
Vintage Snakes & Ladders,1792,755,6.19,3.5,2.043,3.579,3.133,4.8,3.028,6.333,9.281,6.632,3.273,3.136,2.723,11.231,4.822461538461538,30.846,5.0,5.0,1
Doormat Union Jack Guns And Roses,1230,1794,6.19,2.185,2.72,2.696,2.522,2.5,9.857,31.059,4.4,2.786,10.636,2.5,2.333,3.5,6.130307692307692,16.154,7.0,3.188201683880725,0
Pack Of 6 Skull Paper Cups,2113,8,6.19,9.833,11.0,17.182,6.8,7.286,20.857,10.478,8.625,10.5,8.684,6.4,21.167,5.333,11.088076923076924,13.692,12.0,3.5335375531611883,0
"Record Frame 7"" Single Size",4374,21,6.19,16.5,9.217,13.588,7.909,10.478,10.741,11.73,9.08,11.15,13.242,14.464,14.977,6.231,11.485153846153848,28.385,12.0,3.8699233438532556,0
Brown Pirate Treasure Chest,416,1889,6.19,3.0,1.7,1.714,3.0,1.333,1.25,1.526,1.25,1.667,2.2,3.417,2.778,7.0,2.448846153846154,11.385,3.0,2.9468223195608907,0
6 Ribbons Rustic Charm,9183,1984,6.19,9.532,8.6,9.0,8.667,9.309,8.063,7.081,7.178,9.851,10.481,11.119,10.709,8.969,9.119923076923076,75.846,10.0,3.3376479784729605,0
Christmas Craft White Fairy,3250,1007,6.19,3.857,10.0,2.5,1.0,0.0,0.0,1.0,8.538,10.778,12.442,12.15,6.096,4.933,5.638000000000001,35.545,6.0,5.0,0
Christmas Craft Little Friends,4082,1432,6.19,4.438,6.333,1.667,1.0,0.0,3.5,41.0,9.933,9.4,7.368,8.848,7.084,6.683,8.250307692307693,46.917,9.0,3.8238696591686763,0
Heart Decoration Rustic Hanging,5088,1674,6.19,9.348,6.281,2.7,2.778,2.409,4.765,26.171,19.333,14.625,19.222,19.424,16.077,24.167,12.86923076923077,27.923,13.0,3.9444470693283695,0
Pink Owl Soft Toy,879,6,6.19,1.737,4.429,2.417,4.067,6.286,3.556,2.333,3.6,4.75,3.9,6.16,7.919,8.0,4.550307692307692,13.462,5.0,4.939372466028949,0
Green Christmas Tree Card Holder,1266,958,6.19,2.462,1.0,0.0,0.0,4.0,0.0,0.0,1.0,2.4,8.353,8.82,6.988,3.0,2.924846153846154,21.889,3.0,4.325707032638773,0
Frying Pan Union Flag,1334,20,6.19,3.361,9.0,12.75,7.438,2.167,7.231,3.067,13.25,4.923,7.75,14.053,4.947,7.308,7.480384615384616,16.385,8.0,4.2958335170245245,0
Overnight Bag Vintage Rose Paisley,406,1300,6.19,2.538,1.4,2.0,3.0,1.429,2.222,2.0,2.042,1.938,2.053,2.438,2.281,2.778,2.163,14.308,3.0,4.453640774278453,0
Coffee Mug Pears Design,2330,1392,6.19,16.833,8.045,11.118,10.37,6.882,9.261,7.455,7.467,8.467,6.611,11.133,27.0,7.111,10.596384615384617,16.692,11.0,2.612976009940535,1
Coffee Mug Apples Design,2822,802,6.19,11.6,8.75,16.579,8.765,7.44,7.853,9.294,9.0,7.467,6.235,11.111,24.852,6.727,10.436384615384616,21.0,11.0,5.0,0
Coffee Mug Blue Paisley Design,767,1999,6.19,4.25,12.0,3.0,4.667,9.0,6.0,3.667,4.0,6.833,3.857,0.0,66.571,14.333,10.629076923076925,5.167,11.0,3.4807827243885243,0
Lunch Box With Cutlery Retrospot,3093,155,6.19,4.868,4.35,8.912,8.132,4.281,8.596,5.429,3.424,7.424,7.377,9.0,3.647,3.8,6.095384615384616,38.308,7.0,4.065654425313491,0
Toy Tidy Pink Polkadot,3441,1405,7.24,9.708,6.714,7.325,3.95,10.121,9.61,5.354,3.204,5.238,6.763,16.476,4.474,5.667,7.277230769230769,37.077,8.0,3.645389789347003,0
Enamel Bread Bin Cream,875,1004,7.24,1.769,1.893,1.789,1.806,1.565,2.385,2.125,1.917,1.8,2.463,1.694,2.054,1.091,1.8731538461538464,36.385,2.0,3.2531465153466863,0
Enamel Measuring Jug Cream,1274,823,7.24,2.391,9.458,2.967,3.0,3.367,2.723,3.367,2.84,2.562,2.447,4.559,1.786,1.667,3.3180000000000005,31.0,4.0,5.0,0
Natural Slate Chalkboard Large,1731,715,7.24,2.949,3.28,3.308,3.288,4.25,3.02,3.361,4.686,3.806,3.522,4.86,2.923,2.077,3.486923076923077,39.308,4.0,2.2900063442967316,0
Tv Dinner Tray Air Hostess,420,937,7.24,4.375,4.679,1.625,2.25,0.0,2.333,4.0,0.0,2.0,1.5,7.125,1.643,6.5,2.9253846153846155,9.727,3.0,4.2212317224280795,1
Spaceboy Tv Dinner Tray,305,558,7.24,3.0,3.273,2.091,1.857,1.25,1.857,1.714,2.0,1.5,1.5,1.769,2.095,4.188,2.161076923076923,10.385,3.0,5.0,1
Wooden Regatta Bunting,334,870,7.24,1.143,2.182,1.5,2.421,2.933,2.4,3.056,2.115,2.375,1.6,1.875,1.7,1.0,2.023076923076923,11.615,3.0,4.586169948607044,0
Memo Board Retrospot Design,2960,999,7.24,9.929,5.167,10.571,11.471,6.5,2.375,10.233,5.857,3.968,10.404,2.444,2.969,2.381,6.482230769230769,35.692,7.0,5.0,0
Wheelbarrow For Children,127,715,7.24,1.0,1.5,1.8,3.143,1.5,1.75,1.111,1.429,1.0,1.5,1.429,1.143,1.25,1.5042307692307693,6.538,2.0,4.999089691828501,1
Box Of Vintage Alphabet Blocks,1342,321,7.24,8.047,4.286,2.7,6.25,3.733,4.692,4.125,4.444,2.632,4.875,4.185,5.128,4.0,4.545923076923077,20.923,5.0,4.237334405761616,0
Ivory Kitchen Scales,1928,784,7.24,2.344,1.844,2.97,2.791,2.0,3.407,3.443,3.042,2.985,3.0,2.375,1.859,2.059,2.624538461538461,57.0,3.0,3.8050530282172152,0
Ceramic Heart Fairy Cake Money Bank,2364,153,7.24,11.15,4.458,9.708,5.943,4.5,6.96,4.952,5.938,4.278,6.065,4.355,4.849,9.182,6.333692307692308,27.923,7.0,5.0,0
French Blue Metal Door Sign 1,1183,1138,6.04,5.0,3.467,5.938,6.136,5.312,3.115,5.889,7.5,7.182,4.158,6.789,7.05,8.6,5.8566153846153854,16.385,6.0,4.254636657869423,1
French Blue Metal Door Sign 9,543,698,6.04,1.167,4.429,10.167,4.294,5.909,3.786,5.444,2.8,7.636,5.0,4.333,5.5,5.5,5.07423076923077,8.462,6.0,5.0,1
Set Of 6 Spice Tins Pantry Design,5978,39,6.19,6.725,7.282,4.915,4.047,4.275,4.08,66.75,0.0,37.0,25.295,9.11,5.186,2.971,13.664307692307696,72.5,14.0,4.154853854747982,0
3d Traditional Christmas Stickers,1583,1712,6.19,3.581,0.0,1.0,1.0,0.0,3.0,0.0,11.6,10.889,10.621,10.277,7.587,3.0,4.811923076923076,20.1,5.0,4.678258921981873,0
Set Of 6 Ribbons Vintage Christmas,3273,779,6.19,11.7,1.625,1.0,0.0,0.0,0.0,5.0,3.0,8.172,10.449,6.331,7.761,4.724,4.597076923076923,44.1,5.0,5.0,0
Pack 3 Boxes Bird Panettone,2372,1954,6.19,6.771,8.833,18.786,6.562,21.0,8.067,8.0,3.5,7.182,27.5,11.75,7.871,5.417,10.864538461538462,16.769,11.0,4.204533484271924,0
3 Tier Cake Tin Red And Cream,689,1165,6.19,1.3,7.938,6.208,13.4,0.0,7.385,2.538,3.875,1.154,4.111,1.929,3.8,1.25,4.222153846153846,15.167,5.0,1.8575163462536364,0
Vintage Cream Dog Food Container,1006,2000,6.19,1.677,2.679,2.125,2.609,1.968,2.943,2.267,3.273,3.967,1.639,1.697,2.512,1.562,2.3783076923076925,33.0,3.0,4.626794147382911,1
Vintage Cream Cat Food Container,803,822,6.19,1.833,2.179,2.3,2.588,1.65,3.853,2.545,4.917,2.72,1.474,2.536,2.0,2.5,2.545769230769231,25.154,3.0,3.1312861598474235,0
Tea For One Polkadot,424,1964,6.19,2.615,2.429,2.308,1.64,3.571,3.091,2.273,1.222,1.833,4.2,2.182,2.632,1.556,2.427076923076923,14.615,3.0,3.6100774252305685,0
Red Metal Box Top Secret,1079,1876,7.24,0.0,0.0,0.0,0.0,0.0,3.0,3.103,2.5,2.25,4.567,2.238,4.5,8.143,2.330846153846154,33.875,3.0,5.0,0
Regency Tea Plate Roses,6869,1777,7.24,0.0,0.0,0.0,0.0,0.0,16.505,30.722,22.488,12.082,13.074,14.102,6.49,7.647,9.47,57.25,10.0,4.007489926883567,0
Bull Dog Bottle Top Wall Clock,201,1974,6.19,0.0,0.0,0.0,2.462,2.625,2.154,1.308,3.0,2.125,2.556,1.833,4.167,3.333,1.966384615384615,8.6,2.0,4.49383740490494,0
White Moroccan Metal Lantern,1950,1398,7.24,5.114,4.733,4.045,5.296,7.586,7.55,6.406,6.318,5.52,6.8,3.64,4.364,1.636,5.308307692307692,27.308,6.0,3.693241132670252,0
Silver Record Cover Frame,1704,127,6.19,11.5,12.769,6.5,18.75,10.333,15.0,22.385,7.0,13.5,7.4,6.462,10.867,3.889,11.258076923076924,12.231,12.0,3.8525508495350302,0
Wooden Picture Frame White Finish,9006,972,6.04,6.47,7.222,6.7,7.758,6.671,7.548,6.481,10.292,9.674,10.319,8.918,9.992,5.0,7.926538461538461,86.846,8.0,4.040700274248398,0
Washroom Metal Sign,3016,1099,6.04,7.045,5.333,10.455,12.585,13.737,3.519,2.679,10.724,8.25,9.0,2.034,9.216,6.778,7.796538461538462,28.538,8.0,5.0,0
Bathroom Metal Sign,6321,343,6.19,5.38,8.93,8.531,9.588,11.038,6.695,11.576,12.346,10.784,14.115,6.204,6.171,11.0,9.412153846153846,54.923,10.0,2.8890282898840596,0
Charlie+Lola Pink Hot Water Bottle,1005,559,6.19,6.278,2.517,1.667,2.125,1.0,1.889,1.556,1.875,1.65,2.5,2.14,2.793,5.63,2.586153846153846,24.462,3.0,5.0,1
Charlie + Lola Red Hot Water Bottle,939,1761,6.19,5.549,2.105,1.875,3.333,1.0,1.0,1.714,2.143,1.857,2.714,2.114,2.581,9.353,2.872153846153846,20.154,3.0,2.638073647844721,1
Set Of 4 English Rose Placemats,1000,253,6.19,2.333,4.707,3.654,2.667,2.75,2.412,5.033,3.375,3.071,2.259,3.957,2.629,2.111,3.150615384615384,23.154,4.0,3.2986486845481244,0
3d Dog Picture Playing Cards,341,1440,6.19,4.056,6.333,4.0,2.429,3.0,0.0,4.0,2.273,4.75,2.333,7.667,3.125,1.0,3.458923076923077,7.5,4.0,4.661016808786468,0
Zinc Willie Winkie Candle Stick,2935,500,6.19,8.107,6.211,8.75,6.667,10.0,6.765,9.2,8.615,10.0,13.036,19.29,12.019,9.389,9.849923076923078,21.077,10.0,3.304221170662068,0
Set Of 16 Vintage Black Cutlery,142,387,6.19,1.0,2.056,1.0,3.5,0.0,2.333,1.0,2.0,7.25,6.0,0.0,3.0,1.0,2.3183846153846157,4.727,3.0,5.0,0
Traditional Christmas Ribbons,3249,326,6.17,7.481,2.833,1.833,2.333,2.0,2.0,37.625,4.786,8.875,8.93,9.839,8.782,6.63,7.995923076923076,28.308,8.0,4.444096920801033,0
Scandinavian Reds Ribbons,2975,1389,6.19,6.475,5.55,4.571,3.762,3.727,4.5,6.214,5.714,13.129,8.936,7.17,4.849,3.8,6.030538461538461,35.769,7.0,4.976636641657602,0
Ladies & Gentlemen Metal Sign,4039,1159,6.19,9.887,7.119,9.171,9.5,7.538,10.5,0.0,0.0,1.0,12.364,4.382,6.827,4.148,6.34123076923077,44.091,7.0,4.19240912618823,0
S/4 Cacti Candles,618,784,6.19,6.792,3.724,4.0,2.286,4.0,4.222,3.5,1.5,2.0,1.4,1.1,4.156,1.091,3.0593076923076925,12.615,4.0,4.250672729007091,1
Jumbo Bag Woodland Animals,9773,562,6.19,10.629,8.719,7.698,17.818,7.161,10.364,9.376,8.088,14.809,15.737,17.709,8.697,5.778,10.967923076923077,67.538,11.0,2.4696150915548234,0
Jumbo Bag Owls,11444,1232,6.19,9.9,14.154,11.5,20.073,0.0,0.0,25.4,16.419,21.475,18.696,27.026,12.564,16.516,14.90176923076923,61.182,15.0,4.139249531704836,1
Jumbo Bag Pink Polkadot,21465,117,7.24,8.552,15.091,15.397,26.252,7.432,12.008,16.672,12.849,20.366,21.688,32.822,13.672,20.864,17.205,96.231,18.0,3.5766397256456997,1
Jumbo Bag Dolly Girl Design,3420,225,6.19,4.333,7.722,11.28,15.4,4.6,7.243,4.974,7.608,11.109,7.263,4.083,5.389,5.0,7.384923076923077,34.923,8.0,4.2532802330215285,0
Lunch Bag Pink Polkadot,10515,1935,7.24,7.857,9.833,8.281,11.674,6.76,12.0,10.108,11.433,10.74,7.233,6.872,8.214,5.038,8.926384615384615,87.462,9.0,4.58065589618114,0
3 Drawer Antique White Wood Cabinet,2150,240,7.24,3.591,4.324,2.784,3.619,3.0,2.959,3.271,3.409,3.371,3.468,3.097,4.105,5.167,3.551153846153845,49.0,4.0,5.0,0
Doormat New England,3830,207,7.24,3.75,5.204,3.273,3.686,3.229,4.6,14.238,15.302,4.0,14.241,2.867,4.0,2.688,6.236769230769231,46.769,7.0,3.186535570261406,0
Hairclips Forties Fabric Assorted,1346,1372,7.24,14.0,10.8,16.0,12.2,12.0,12.0,18.0,12.0,13.714,18.0,13.444,15.0,56.727,17.221923076923076,4.923,18.0,3.7157259926411905,0
Mr Robot Soft Toy,216,201,7.24,8.1,9.5,1.0,2.0,1.5,2.0,1.0,2.0,1.667,3.0,2.0,1.0,9.0,3.366692307692308,3.462,4.0,5.0,0
Pink Heart Shape Love Bucket,1042,245,6.19,3.286,1.833,8.714,2.786,4.846,4.231,3.583,2.5,2.75,3.125,1.75,2.875,54.273,7.427076923076923,9.692,8.0,4.7003191850486274,0
Red Heart Shape Love Bucket,1395,662,7.24,1.9,4.0,6.263,2.286,5.0,8.0,5.667,11.571,3.667,5.455,2.4,8.467,40.867,8.118692307692308,12.231,9.0,3.975804461712765,0
Pig Keyring With Light & Sound,1379,1018,7.24,10.882,12.5,24.5,9.333,24.0,24.0,1.5,12.5,2.5,6.4,16.429,13.0,48.091,15.818076923076925,6.385,16.0,3.0879660350690674,1
Pin Cushion Babushka Blue,137,589,7.24,2.333,2.87,3.5,2.0,6.0,0.0,1.0,6.0,1.0,1.0,2.0,1.0,6.333,2.695076923076923,3.75,3.0,3.31046161493569,1
Wicker Wreath Small,741,1029,7.24,3.056,4.5,3.0,5.333,4.5,4.8,1.333,0.0,1.0,9.308,9.056,3.714,8.4,4.461538461538461,10.417,5.0,3.0820420703891305,0
Christmas Lights 10 Santas,609,393,7.24,3.714,1.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,6.588,4.818,3.091,4.452,2.358692307692308,18.444,3.0,2.492690940306122,1
Set Of 6 T-Lights Easter Chicks,345,795,6.19,7.4,5.857,6.455,5.176,2.286,0.0,6.0,0.0,0.0,0.0,1.0,1.333,8.667,3.398000000000001,8.444,4.0,5.0,0
Zinc Wire Kitchen Organiser,30,105,7.24,0.0,0.0,0.0,0.0,0.0,1.667,0.0,3.0,1.0,0.0,0.0,1.0,2.667,0.718,3.2,1.0,3.3778957951137176,0
Zinc Sweetheart Soap Dish,62,1104,7.24,0.0,0.0,0.0,0.0,0.0,2.6,1.0,3.5,4.0,2.0,2.5,1.333,3.714,1.5882307692307691,2.75,2.0,3.9807195229036334,0
Storage Tin Home Sweet Home,275,437,7.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,5.444,2.706,7.067,1.5166923076923076,14.75,2.0,4.123468494250037,0
Pompom Curtain,424,280,7.24,8.833,5.316,6.875,4.0,12.0,17.333,2.5,2.222,3.5,4.0,2.0,7.2,4.0,6.136846153846155,6.308,7.0,4.67934532795132,0
Mini Jigsaw Bunnies,1143,645,7.24,6.875,3.667,15.6,10.429,16.333,9.0,81.667,1.375,9.333,10.857,41.167,4.8,21.0,17.854076923076924,5.923,18.0,2.6090521113159957,1
Multicolour Honeycomb Fan,1224,1996,7.24,1.5,8.8,17.6,9.625,1.4,3.429,33.4,11.9,10.875,21.571,18.0,12.0,10.25,12.334615384615386,7.231,13.0,4.704397453116608,1
Set Of 2 Ceramic Painted Hearts,1279,1415,7.24,0.0,0.0,0.0,0.0,0.0,0.0,6.786,11.4,36.769,10.562,6.438,4.762,3.286,6.154076923076923,19.143,7.0,3.679640166149327,0
White Rocking Horse Hand Painted,2902,573,7.24,0.0,0.0,0.0,0.0,0.0,0.0,38.833,11.444,21.533,13.333,17.909,11.827,5.538,9.262846153846152,30.143,10.0,4.7483547020613965,0
Small Purple Babushka Notebook,1690,860,7.24,2.946,4.692,11.636,7.3,12.6,10.467,5.0,5.733,3.583,4.2,2.13,4.533,13.543,6.797153846153846,19.692,7.0,4.950542274706347,0
Frying Pan Pink Polkadot,398,27,6.19,1.789,1.5,2.364,2.0,9.556,1.5,2.0,2.8,2.2,3.533,3.125,2.0,4.0,2.951307692307693,10.923,3.0,4.436150329657319,0
Charlie Lola Blue Hot Water Bottle,305,14,6.19,2.815,1.429,1.429,1.0,1.0,1.0,1.4,3.0,1.5,2.0,2.5,2.1,3.091,1.8664615384615384,11.385,2.0,4.715654508988559,0
Ceramic Strawberry Cake Money Bank,4170,785,6.19,9.377,5.538,11.194,7.844,5.667,7.281,6.828,8.367,9.944,10.267,10.576,13.341,25.167,10.107,31.231,11.0,4.34576210370886,0
Ceramic Cherry Cake Money Bank,2224,1224,6.19,7.275,7.474,6.55,6.25,8.462,5.75,4.933,11.4,3.917,8.042,2.385,5.286,19.433,7.473615384615385,21.769,8.0,5.0,1
Paperweight Kings Choice,168,1545,6.04,13.6,12.0,0.0,1.5,12.0,2.0,1.0,6.0,0.0,3.0,3.5,2.75,8.333,5.052538461538462,2.182,6.0,2.912803882314739,0
Vanilla Incense In Tin,2084,1606,6.04,16.308,23.2,6.0,14.333,37.571,19.0,33.571,25.111,20.333,23.667,23.0,11.375,24.0,21.34376923076923,7.615,22.0,5.0,0
Set Of 3 Bird Light Pink Feather,1862,822,6.04,3.25,1.5,2.0,2.333,1.833,5.8,16.1,5.412,10.917,13.0,6.031,8.889,9.273,6.641384615384615,18.154,7.0,4.522866977911581,0
Large Cake Towel Chocolate Spots,937,655,6.19,7.421,10.529,48.0,3.0,1.0,7.25,2.0,1.0,2.0,1.167,5.0,6.3,9.385,8.004000000000001,9.0,9.0,3.9394979812084507,0
